Customer_Age,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Attrition_Flag
45,0,2,1,37,4,5,2,10271.0,1746,8525.0,0.661,3696,72,0.6,0.17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
40,3,2,4,28,3,1,4,1647.0,1198,449.0,0.76,4272,76,0.81,0.727,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
50,1,3,4,36,6,3,3,1560.0,995,565.0,0.615,1936,58,0.657,0.638,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
40,5,4,2,30,3,2,2,1659.0,0,1659.0,0.585,3838,66,0.692,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
38,1,3,0,27,6,2,2,22487.0,889,21598.0,0.528,4960,73,0.46,0.04,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
36,0,2,4,23,5,2,4,5403.0,1854,3549.0,0.712,4382,74,0.542,0.343,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
54,1,3,1,36,6,3,3,4717.0,1590,3127.0,0.802,4216,67,0.595,0.337,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
50,2,3,2,40,6,2,2,5180.0,1211,3969.0,0.809,3447,74,0.85,0.234,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
50,2,3,3,38,1,2,3,4915.0,464,4451.0,0.242,1474,36,0.091,0.094,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
41,4,3,3,29,4,2,1,12154.0,2517,9637.0,0.864,3853,71,0.775,0.207,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
46,4,2,2,36,3,3,3,3258.0,0,3258.0,0.784,3169,67,0.489,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
44,5,3,4,33,4,3,2,13349.0,0,13349.0,0.882,3534,78,0.902,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
50,4,2,0,32,5,3,2,34516.0,0,34516.0,0.321,1480,37,0.276,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
45,4,2,3,33,3,5,3,31458.0,1202,30256.0,0.673,4202,66,0.61,0.038,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
40,4,0,4,36,6,1,2,1438.3,0,1438.3,0.785,3308,54,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
46,4,5,4,36,3,1,4,10961.0,1391,9570.0,0.662,3914,77,0.75,0.127,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
48,2,2,2,44,4,3,3,8904.0,1886,7018.0,0.945,3654,65,0.757,0.212,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
47,4,3,1,40,4,2,3,2498.0,2258,240.0,0.992,1839,29,0.706,0.904,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
42,3,2,3,38,6,1,1,16105.0,724,15381.0,0.949,4631,76,0.767,0.045,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
43,3,2,4,33,3,1,3,34516.0,1858,32658.0,0.622,4197,67,0.523,0.054,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
49,3,2,4,44,5,2,1,2222.0,694,1528.0,0.903,4372,65,0.711,0.312,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
46,4,2,4,38,3,2,3,16815.0,0,16815.0,0.938,2976,65,0.512,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
41,3,2,4,35,2,3,5,11538.0,0,11538.0,0.507,1926,53,0.432,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
45,2,2,1,36,2,2,4,9569.0,0,9569.0,0.598,1724,35,0.25,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40,2,2,3,36,6,1,3,3340.0,1282,2058.0,0.724,4526,82,0.547,0.384,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
40,2,2,3,28,6,2,3,3654.0,1172,2482.0,0.938,4003,67,0.595,0.321,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
49,2,2,1,45,4,2,0,10541.0,1387,9154.0,0.72,4269,92,0.614,0.132,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
51,4,5,0,39,5,2,1,34516.0,1959,32557.0,0.888,3997,54,0.929,0.057,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
43,4,2,4,36,4,3,4,34516.0,1893,32623.0,0.748,3639,76,1.0,0.055,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
45,2,2,3,39,6,3,3,1613.0,0,1613.0,0.635,3549,65,0.444,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
38,3,0,3,26,3,3,2,1438.3,0,1438.3,0.399,1585,32,0.455,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
40,2,5,4,29,5,3,3,13126.0,0,13126.0,0.725,4496,61,0.848,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
49,4,0,1,43,3,2,3,1922.0,710,1212.0,0.951,2920,46,1.421,0.369,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
45,3,2,4,36,3,2,2,14521.0,0,14521.0,0.41,4178,66,0.467,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
63,0,2,4,56,5,6,3,1931.0,1531,400.0,0.778,2288,48,0.714,0.793,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
43,3,2,1,39,5,3,5,8513.0,1042,7471.0,0.702,2015,37,0.682,0.122,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
50,1,3,1,39,4,1,1,2421.0,1029,1392.0,0.675,2377,56,0.75,0.425,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
47,5,3,4,36,5,3,1,1478.0,792,686.0,0.873,4123,67,0.489,0.536,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
63,1,2,2,36,6,1,4,2466.0,0,2466.0,1.077,4059,66,0.65,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
30,2,4,4,36,3,1,2,2501.0,1845,656.0,0.668,2933,65,0.806,0.738,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
41,3,1,2,30,4,1,3,13602.0,0,13602.0,0.699,3582,69,0.683,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
38,3,2,4,34,5,3,2,3094.0,1317,1777.0,0.957,3607,81,0.884,0.426,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
44,2,3,4,32,4,2,3,2485.0,1489,996.0,0.779,3697,77,0.833,0.599,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
50,1,5,3,39,6,3,4,14817.0,1463,13354.0,0.795,4014,70,0.628,0.099,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
50,3,2,3,39,5,3,4,13824.0,1582,12242.0,0.522,4630,74,0.644,0.114,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
46,4,0,4,36,6,1,2,1438.3,0,1438.3,0.749,3880,74,0.721,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
51,0,2,2,43,4,1,2,3797.0,1202,2595.0,0.695,4191,65,0.757,0.317,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
53,1,2,4,43,6,3,4,6189.0,0,6189.0,0.538,5004,65,0.806,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
40,4,2,2,36,3,2,3,22956.0,1407,21549.0,0.709,5554,64,0.6,0.061,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
49,1,2,1,37,5,2,4,3943.0,1135,2808.0,0.672,4180,82,0.783,0.288,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
54,2,4,0,43,3,2,2,5569.0,968,4601.0,0.949,2600,60,0.714,0.174,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
50,1,0,3,36,5,2,3,2418.0,1720,698.0,1.019,3896,58,0.812,0.711,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
45,4,2,4,36,5,2,3,1963.0,1549,414.0,0.778,3718,75,0.596,0.789,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
46,2,3,4,32,4,1,3,7966.0,1423,6543.0,0.987,3780,75,0.923,0.179,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
51,3,2,4,44,6,1,3,7742.0,2024,5718.0,0.929,3507,69,0.568,0.261,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
63,0,3,4,36,4,3,3,2074.0,1688,386.0,0.62,4232,75,0.5,0.814,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
54,3,2,1,34,2,3,4,4948.0,0,4948.0,0.392,1796,41,0.519,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
51,1,5,2,44,4,2,3,4988.0,0,4988.0,0.619,3890,74,0.644,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
60,1,2,2,42,4,3,4,28701.0,0,28701.0,1.165,3516,57,0.727,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30,0,2,1,20,3,1,3,6607.0,2517,4090.0,0.854,3046,73,0.78,0.381,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
44,5,5,2,39,5,2,0,16034.0,1597,14437.0,0.775,3628,59,0.903,0.1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
33,3,2,2,36,6,3,3,24149.0,1848,22301.0,0.731,2584,66,0.833,0.077,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
40,2,5,1,28,5,3,4,16903.0,1507,15396.0,0.97,3819,61,0.525,0.089,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
52,3,0,2,48,5,1,2,1438.3,0,1438.3,0.618,3769,73,0.659,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
39,5,2,2,36,1,3,3,24657.0,633,24024.0,0.358,1954,46,0.394,0.026,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
51,3,2,1,38,3,3,3,5026.0,0,5026.0,0.564,1844,37,0.609,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
51,1,2,4,41,3,2,2,9352.0,1429,7923.0,0.728,3536,71,0.69,0.153,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
46,2,0,2,36,3,3,2,4939.0,1296,3643.0,0.911,2150,43,0.87,0.262,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
44,3,2,1,40,2,2,6,9502.0,2457,7045.0,0.915,2310,57,0.676,0.259,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
62,0,1,4,50,6,3,5,2936.0,326,2610.0,0.935,2692,29,0.526,0.111,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
53,2,5,3,47,6,1,1,22855.0,0,22855.0,0.741,3711,83,0.804,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
47,3,2,1,41,4,1,4,6602.0,1224,5378.0,0.665,3163,73,0.825,0.185,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
45,3,2,3,40,3,3,2,3728.0,0,3728.0,0.358,1632,42,0.448,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
42,4,2,2,33,5,2,0,2021.0,1731,290.0,0.986,3253,62,0.722,0.857,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
47,2,2,1,36,5,2,3,2255.0,1733,522.0,0.903,4772,83,0.729,0.769,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
41,2,2,4,36,5,3,4,15704.0,1991,13713.0,0.699,4487,71,0.543,0.127,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
46,2,2,2,36,3,2,2,5746.0,1572,4174.0,0.937,3446,56,1.0,0.274,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
36,3,2,1,22,3,6,3,8436.0,2517,5919.0,0.807,2627,63,1.032,0.298,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
47,1,1,1,36,2,3,2,1438.3,0,1438.3,0.838,2584,42,0.448,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
56,3,3,4,48,6,5,3,8340.0,1902,6438.0,0.81,3755,77,0.833,0.228,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
54,3,2,3,47,6,2,4,15108.0,1288,13820.0,0.684,3713,65,0.512,0.085,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
42,3,2,1,26,6,2,2,15104.0,1204,13900.0,0.824,4259,79,0.58,0.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
39,1,2,4,36,3,3,1,2490.0,1281,1209.0,0.551,1902,34,0.619,0.514,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
45,1,2,4,33,4,3,4,2009.0,1795,214.0,0.645,3172,55,0.719,0.893,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
52,2,2,0,41,1,3,1,31668.0,810,30858.0,0.643,1822,36,0.5,0.026,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
46,4,2,2,29,6,3,2,5735.0,2410,3325.0,0.616,3908,75,0.63,0.42,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
48,3,3,3,36,3,1,3,7633.0,1707,5926.0,0.529,1807,58,0.657,0.224,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
46,3,3,2,39,4,1,4,23642.0,2049,21593.0,0.719,3139,54,0.636,0.087,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
42,3,2,1,29,4,3,4,6698.0,1327,5371.0,0.798,4065,77,0.711,0.198,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
45,2,2,4,27,6,3,3,1438.3,0,1438.3,0.683,2598,59,0.595,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
50,3,2,4,36,4,3,2,1438.3,1002,436.3,1.306,2004,25,0.667,0.697,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
50,3,5,4,41,4,2,2,2563.0,1860,703.0,0.68,3774,83,0.804,0.726,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
39,1,4,1,32,5,2,3,17814.0,0,17814.0,0.82,4712,76,0.689,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
45,2,1,4,36,4,2,4,7738.0,947,6791.0,0.845,4255,61,0.694,0.122,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
52,0,2,0,48,4,5,5,13114.0,2247,10867.0,1.003,2474,51,0.417,0.171,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
42,2,2,0,31,3,2,4,34516.0,1067,33449.0,0.487,4281,72,0.636,0.031,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
49,3,2,4,37,4,3,4,17345.0,545,16800.0,0.905,3523,64,0.829,0.031,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
51,2,0,0,40,6,3,3,8706.0,868,7838.0,0.991,3203,54,0.929,0.1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
48,3,3,2,44,5,1,1,19272.0,1519,17753.0,0.557,3398,67,0.763,0.079,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
52,3,3,4,43,4,3,2,4798.0,0,4798.0,0.583,3967,72,0.636,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
43,3,3,2,38,2,3,2,12254.0,0,12254.0,0.705,2129,42,0.355,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
49,3,1,3,36,4,1,4,9549.0,0,9549.0,0.712,4629,76,0.652,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
37,2,5,4,36,3,3,2,11568.0,1846,9722.0,0.755,1701,44,1.095,0.16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48,3,2,4,36,3,1,4,6197.0,1219,4978.0,0.552,3825,67,0.675,0.197,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
40,3,2,3,27,3,1,2,34516.0,0,34516.0,0.834,3193,53,0.559,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
49,2,2,1,36,4,3,4,5137.0,0,5137.0,0.612,2043,52,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
46,4,2,3,26,4,3,0,1791.0,1337,454.0,0.763,3592,46,0.917,0.747,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
50,0,2,4,36,5,1,4,7238.0,2111,5127.0,1.085,2025,36,1.118,0.292,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
50,3,3,3,40,6,2,4,4514.0,2016,2498.0,0.313,4107,59,0.639,0.447,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
44,4,5,4,38,6,1,2,5366.0,968,4398.0,0.992,4558,56,0.75,0.18,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
47,3,2,2,35,4,2,5,29812.0,2031,27781.0,0.767,2385,50,0.515,0.068,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48,2,2,1,43,3,2,4,9559.0,1514,8045.0,0.716,4064,70,0.556,0.158,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
49,2,3,4,45,6,2,5,8353.0,1535,6818.0,1.323,4200,83,0.804,0.184,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
51,5,2,4,39,6,2,4,5455.0,1217,4238.0,0.66,3863,67,0.811,0.223,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
59,1,5,4,45,6,3,3,9899.0,2023,7876.0,0.445,4579,73,0.622,0.204,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
45,4,2,1,37,4,3,4,15578.0,0,15578.0,0.716,4449,81,0.723,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
50,1,2,4,41,6,2,2,15641.0,2379,13262.0,0.816,3769,76,0.617,0.152,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
46,4,2,4,42,4,2,0,3504.0,1698,1806.0,0.575,4439,70,0.628,0.485,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
47,1,2,3,38,5,3,5,18432.0,1422,17010.0,1.357,2748,58,0.933,0.077,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
46,4,0,2,34,5,3,4,2369.0,1405,964.0,0.624,3034,51,0.889,0.593,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
60,0,3,1,55,1,5,5,10882.0,2517,8365.0,0.266,1861,46,0.278,0.231,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
38,3,2,1,36,6,1,3,3509.0,1819,1690.0,0.894,4712,84,0.909,0.518,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
51,1,2,4,47,6,3,4,2469.0,1491,978.0,0.869,4351,62,0.632,0.604,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
47,3,5,4,27,5,3,4,14335.0,938,13397.0,0.445,3610,75,0.531,0.065,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
47,3,3,1,31,6,3,2,4005.0,1985,2020.0,1.356,2344,34,0.7,0.496,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
49,4,2,4,36,4,1,4,1976.0,1694,282.0,1.054,3675,81,0.841,0.857,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
39,5,2,4,36,3,3,3,3664.0,0,3664.0,0.419,1479,44,0.913,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
44,2,2,4,30,3,1,4,3734.0,0,3734.0,0.954,3144,62,0.722,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
40,2,2,1,36,3,2,3,6033.0,0,6033.0,0.834,4505,74,0.721,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
56,3,3,3,45,5,2,2,4531.0,0,4531.0,0.491,1425,27,1.077,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
45,3,5,4,36,4,4,3,6245.0,0,6245.0,0.554,2521,50,0.667,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
37,5,1,3,36,4,1,1,34516.0,0,34516.0,0.711,2681,55,0.618,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
42,5,2,2,27,3,2,3,11880.0,2025,9855.0,0.835,1789,42,1.471,0.17,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
43,2,2,4,37,5,2,3,4188.0,0,4188.0,0.565,3492,69,0.683,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
59,2,5,4,54,5,1,2,9344.0,1334,8010.0,0.375,4154,60,0.818,0.143,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
42,3,3,3,36,3,2,2,24126.0,948,23178.0,0.616,3342,52,0.677,0.039,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
46,5,3,0,26,4,3,3,34516.0,772,33744.0,0.979,3699,77,0.878,0.022,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
28,0,3,4,36,6,3,4,2295.0,1015,1280.0,1.04,3366,82,0.708,0.442,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
47,3,2,1,31,6,3,6,5496.0,0,5496.0,0.548,1913,34,0.308,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
54,2,2,3,36,5,3,3,12342.0,0,12342.0,0.431,1430,37,0.423,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
55,1,0,4,36,4,2,4,1928.0,1125,803.0,0.911,2190,30,0.667,0.584,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
62,1,5,2,49,4,1,2,12814.0,1010,11804.0,0.869,3566,76,0.551,0.079,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
49,2,5,4,34,6,2,4,5242.0,1465,3777.0,1.025,4098,68,0.789,0.279,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
48,3,2,2,37,5,2,2,8808.0,390,8418.0,0.628,1905,42,0.448,0.044,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
43,3,2,4,35,3,1,2,4469.0,2002,2467.0,0.669,2111,38,0.462,0.448,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
51,1,1,3,44,5,2,4,8031.0,1167,6864.0,0.549,3576,77,0.791,0.145,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
48,4,3,2,41,4,1,3,9728.0,0,9728.0,0.806,3756,57,0.727,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
47,5,1,1,40,6,1,1,4748.0,1008,3740.0,0.484,3197,70,0.707,0.212,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
50,2,2,3,38,4,1,1,19999.0,1007,18992.0,0.987,3183,69,0.5,0.05,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
56,2,5,1,45,3,1,3,6331.0,1420,4911.0,0.529,3527,69,0.438,0.224,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
43,2,2,1,31,6,1,1,9662.0,817,8845.0,0.679,3817,70,0.489,0.085,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
47,2,2,4,36,6,3,2,1693.0,1088,605.0,0.532,2104,40,0.739,0.643,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,3,2,4,36,5,2,4,2964.0,2043,921.0,0.692,4345,69,0.468,0.689,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
48,2,3,4,36,3,3,3,5483.0,535,4948.0,0.681,2051,49,0.633,0.098,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
40,3,2,2,27,4,2,3,15186.0,0,15186.0,0.483,1884,33,0.435,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
41,3,2,3,26,6,3,3,33408.0,0,33408.0,0.816,3754,77,0.878,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
43,2,3,4,37,4,2,2,3125.0,2517,608.0,0.73,4422,71,0.732,0.805,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
42,3,2,2,31,3,3,4,2934.0,2517,417.0,0.868,2484,55,0.774,0.858,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
39,3,2,0,36,4,2,2,34516.0,0,34516.0,0.754,3572,55,0.667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
50,1,1,1,36,6,3,2,5349.0,2391,2958.0,0.671,2122,46,0.394,0.447,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
50,3,5,3,38,6,2,0,9810.0,1838,7972.0,0.661,2247,41,0.64,0.187,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
50,4,0,0,36,6,1,4,7084.0,0,7084.0,0.889,3838,66,0.737,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
51,2,2,4,36,3,1,3,3537.0,0,3537.0,0.647,4101,80,0.702,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
47,5,1,4,36,3,1,2,8896.0,1338,7558.0,0.741,4252,70,0.591,0.15,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
